Bike Name,Price,Model Year,Mileage,City
Union Star US 70cc  2017 ,"PKR 49,000",2017,"50,000 km",Rawalpindi
Honda CB 125F  2024 ,PKR 3.2 lacs,2024,"12,008 km",Gujar Khan
Honda CG 125  2024 ,PKR 2.4 lacs,2024,"4,000 km",Islamabad
Yamaha YB 125Z   2020 ,PKR 2.15 lacs,2020,"22,000 km",Pir mahal
Super Power SP 70  2013 ,"PKR 30,000",2013,"100,000 km",Karachi
Suzuki GD 110S  2017 ,PKR 1.65 lacs,2017,"43,000 km",Haripur
Honda CD 70  2006 ,"PKR 45,000",2006,"800,000 km",Gujranwala
Yamaha YBR 125G  2015 ,PKR 1.75 lacs,2015,"34,000 km",Haripur
Honda CD 70  2022 ,PKR 1.2 lacs,2022,"25,000 km",Pak pattan sharif
Honda CD 70  2013 ,"PKR 75,000",2013,"50,000 km",Lahore
Honda CG 125  2017 ,PKR 1.2 lacs,2017,"100,000 km",Lahore
Honda CG 125  2021 ,PKR 1.5 lacs,2021,"9,000 km",Rawalpindi
Super Star CD 70  2015 ,"PKR 48,000",2015,"51,000 km",Hyderabad
Honda CG 125  2021 ,PKR 1.8 lacs,2021,"45,000 km",Rawalpindi
Road Prince 70 Passion Plus  2017 ,"PKR 58,000",2017,"10,000 km",Faisalabad
Honda CD 70  1980 ,"PKR 35,000",1980,"10,000 km",Hyderabad
Honda CG 125 Dream  2016 ,PKR 1.3 lacs,2016,"39,000 km",Bahawalpur
Honda CD 70  2018 ,"PKR 70,000",2018,"30,000 km",Sialkot
Honda CG 125  2023 ,PKR 1.99 lacs,2023,"13,000 km",Mardan
Honda CG 125  2014 ,PKR 1 lacs,2014,"20,000 km",Mandi bahauddin
Kawasaki Z1000  2023 ,PKR 8.7 lacs,2023,"3,800 km",Faisalabad
Super Star CD 70  2019 ,"PKR 42,000",2019,"50,000 km",Karachi
Crown RF 70  2023 ,"PKR 70,000",2023,"10,000 km",Gujar Khan
Honda CD 70  2024 ,PKR 1.3 lacs,2024,"18,500 km",Shorkot
Honda CG 125  2020 ,PKR 1.18 lacs,2020,"37,000 km",Lala musa
Road Prince 70 Passion Plus  2021 ,"PKR 50,000",2021,"1,010 km",Lahore
Suzuki GR 150  2023 ,PKR 4.45 lacs,2023,"9,000 km",Lahore
Honda CD 70  2016 ,"PKR 47,000",2016,"12,356 km",Rawalpindi
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"20,000 km",Lahore
Honda CD 70  2023 ,PKR 1.28 lacs,2023,"24,000 km",Faisalabad
Yamaha YB 125Z   2017 ,PKR 1.5 lacs,2017,"85,000 km",Sargodha
Honda CG 125  2022 ,PKR 2.18 lacs,2022,"11,000 km",Lahore
Honda CD 70  2024 ,PKR 1.42 lacs,2024,"17,000 km",Lahore
United US 70  2025 ,PKR 1.2 lacs,2025,300 km,Abbottabad
Suzuki GS 150  2018 ,PKR 2.29 lacs,2018,"80,764 km",Rawalpindi
Super Asia SA 70  2015 ,"PKR 60,000",2015,"60,000 km",Abdul Hakeem
Jolta Electric JE-70D  2022 ,PKR 1.2 lacs,2022,"30,000 km",Karachi
Super Star CD 70  2025 ,PKR 1.14 lacs,2025,"1,800 km",Islamabad
Honda CD 70  2024 ,PKR 1.39 lacs,2024,"12,500 km",Jhelum
Honda CG 125  2021 ,PKR 1.45 lacs,2021,"30,000 km",Lahore
Honda CG 125  2014 ,"PKR 80,000",2014,"60,000 km",Faisalabad
Honda CG 125  2024 ,PKR 2.3 lacs,2024,"8,350 km",Lahore
Honda CD 70  2023 ,PKR 1.48 lacs,2023,"15,000 km",Takhtbai
Honda CG 125  2022 ,PKR 1.8 lacs,2022,"7,500 km",Lahore
Honda CD 70  2021 ,PKR 1.25 lacs,2021,"14,000 km",Rawalpindi
Honda CD 70  2023 ,"PKR 80,000",2023,"10,300 km",Karachi
Honda CG 125  2018 ,PKR 1.8 lacs,2018,"50,000 km",Abbottabad
Ravi Humsafar 70  2020 ,"PKR 70,000",2020,"30,000 km",Kohat
Honda CD 70  2018 ,"PKR 90,000",2018,"35,000 km",Jhelum
Benelli 302S  2022 ,PKR 17 lacs,2022,"8,600 km",Rawalpindi
United US 70  2020 ,"PKR 50,000",2020,"10,000 km",Faisalabad
Yamaha YB 125Z-DX  2022 ,PKR 3.65 lacs,2022,"7,233 km",Islamabad
Honda CG 125S GOLD  2024 ,PKR 2.5 lacs,2024,"3,700 km",Sahiwal
Chinese Bikes 70  2023 ,"PKR 80,000",2023,"10,000 km",Karachi
Honda CG 125  2025 ,PKR 2.27 lacs,2025,"4,000 km",Gujranwala
Super Power SP 70  2018 ,"PKR 70,000",2018,"60,000 km",Karachi
Honda CD 70  2017 ,"PKR 85,000",2017,"5,000 km",Lahore
Suzuki GS 150 SE  2022 ,PKR 4.05 lacs,2022,"6,000 km",Karachi
Honda CG 125  2021 ,PKR 1.75 lacs,2021,"19,000 km",Lahore
Honda CD 70  2021 ,PKR 1.05 lacs,2021,"15,000 km",Lahore
Unique UD 70  2024 ,"PKR 95,000",2024,"8,300 km",Karachi
Honda CG 125  2024 ,PKR 2.4 lacs,2024,"4,000 km",Islamabad
Honda CG 125  2025 ,PKR 2.28 lacs,2025,"3,000 km",Gujar Khan
Honda CG 125  2025 ,PKR 2.4 lacs,2025,"3,000 km",Attock
Yamaha TT-R125E  2020 ,PKR 1.3 lacs,2020,"1,000 km",Karachi
Honda CD 70  2025 ,PKR 1.1 lacs,2025,"1,400 km",Rawalpindi
Suzuki GSX-R600  2011 ,PKR 21.45 lacs,2011,"12,000 km",Lahore
Zongshen 400  2024 ,PKR 11 lacs,2024,16 km,Faisalabad
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"19,251 km",Islamabad
Honda CG 125  2022 ,PKR 1.95 lacs,2022,"15,000 km",Faisalabad
Honda CD 70  2017 ,"PKR 35,000",2017,"999,999 km",Matli
Honda CD 70  2017 ,"PKR 35,000",2017,"999,999 km",Matli
Benelli 302 R  2018 ,PKR 10 lacs,2018,"11,000 km",Lahore
Super Power SP 150 Archi  2023 ,PKR 3.5 lacs,2023,"5,082 km",Karachi
Yamaha YBR 125G  2024 ,PKR 4.3 lacs,2024,"7,000 km",Karachi
Suzuki GD 110S  2024 ,PKR 3.35 lacs,2024,"6,000 km",Rahim Yar Khan
Suzuki GD 110S  2021 ,PKR 2.75 lacs,2021,"35,000 km",Rawalpindi
Hi Speed SR 70  2022 ,"PKR 74,000",2022,"5,423 km",Kohat
Honda CG 125  2024 ,PKR 2.07 lacs,2024,"7,500 km",Lahore
Yamaha ATV Blaster  2025 ,PKR 1.85 lacs,2025,2 km,Islamabad
Metro A7  2025 ,PKR 3.6 lacs,2025,1 km,Islamabad
YJ Future Mehran  2025 ,PKR 1.65 lacs,2025,1 km,Rawalpindi
NPTC ATV  2025 ,"PKR 60,000",2025,1 km,Mirpur A.K.
NPTC ATV  2025 ,"PKR 80,000",2025,1 km,Rawalpindi
NPTC ATV  2025 ,PKR 1.95 lacs,2025,1 km,Rawalpindi
New Asia Ramza 100cc  2025 ,PKR 2.2 lacs,2025,1 km,Rawalpindi
New Asia Ramza 100cc  2025 ,PKR 2.2 lacs,2025,1 km,Rawalpindi
Evee C1  2025 ,PKR 2 lacs,2025,1 km,Rawalpindi
Chinese Bikes Other  2025 ,PKR 2.95 lacs,2025,1 km,Rawalpindi
Chinese Bikes Other  2025 ,PKR 3.3 lacs,2025,1 km,Rawalpindi
Metro A7  2025 ,PKR 3.3 lacs,2025,1 km,Rawalpindi
Evee C1 Pro  2025 ,PKR 2.3 lacs,2025,1 km,Rawalpindi
New Asia Ramza 50cc  2025 ,PKR 2.45 lacs,2025,1 km,Islamabad
Metro Thrill  2025 ,PKR 1.95 lacs,2025,1 km,Rawalpindi
Lectrix Scooty  2025 ,PKR 2.45 lacs,2025,1 km,Rawalpindi
Chinese Bikes Other  2025 ,PKR 1.3 lacs,2025,1 km,Rawalpindi
Evee C1  2025 ,PKR 2 lacs,2025,2 km,Islamabad
Yamaha ATV Blaster  2025 ,PKR 1.45 lacs,2025,2 km,Islamabad
Yamaha ATV Blaster  2025 ,PKR 1.55 lacs,2025,1 km,Rawalpindi
Yamaha ATV Blaster  2025 ,PKR 1.65 lacs,2025,5 km,Rawalpindi
Metro LY Superbike  2025 ,"PKR 95,000",2025,1 km,Rawalpindi
Evee Gen-Z  2025 ,PKR 1.5 lacs,2025,1 km,Rawalpindi
Evee S1  2025 ,PKR 1.5 lacs,2025,1 km,Rawalpindi
Ezbike Electron  2023 ,PKR 1 lacs,2023,500 km,Peshawar
QINGQI Electric bike sporty  2025 ,PKR 2.15 lacs,2025,1 km,Islamabad
QINGQI Electric bike sporty  2025 ,PKR 1.65 lacs,2025,1 km,Islamabad
Super Star Falcon 150 cc  2025 ,PKR 4.2 lacs,2025,1 km,Karachi
Suzuki GS 150  2017 ,PKR 3 lacs,2017,"50,000 km",Rawalpindi
United US 70  2025 ,PKR 1 lacs,2025,1 km,Rawalpindi
Harley Davidson V-Rod Muscle  2013 ,PKR 38.5 lacs,2013,"13,000 km",Lahore
Honda CB 125F  2024 ,PKR 3.8 lacs,2024,"2,200 km",Karachi
Yamaha YZF-R1  2009 ,PKR 21.5 lacs,2009,"18,000 km",Lahore
Yamaha YZF-R6  2008 ,PKR 21.5 lacs,2008,"19,000 km",Lahore
Kawasaki Ninja ZX-10R  2016 ,PKR 53.75 lacs,2016,"9,500 km",Lahore
BMW S1000RR  2013 ,PKR 49.95 lacs,2013,"14,000 km",Lahore
Honda CG 125  2018 ,PKR 1.55 lacs,2018,"5,000 km",Rawalpindi
Super Power SP 70  2022 ,"PKR 62,000",2022,"10,000 km",Karachi
Honda CG 125  2014 ,PKR 1.2 lacs,2014,"10,000 km",Rawalpindi
BMW S1000RR  2024 ,PKR 12.75 lacs,2024,1 km,Lahore
Hi Speed SR 200  2024 ,PKR 5.25 lacs,2024,"2,000 km",Lahore
BMW G 450 X  2023 ,PKR 9.2 lacs,2023,"4,000 km",Multan
Honda CD 70  2019 ,"PKR 89,500",2019,"75,000 km",Lahore
Suzuki GSX 125  2024 ,PKR 4.1 lacs,2024,"11,000 km",Lahore
Super Power SP 70  2022 ,"PKR 75,000",2022,"60,000 km",Karachi
Suzuki GS 150  2023 ,PKR 3.3 lacs,2023,"24,600 km",Islamabad
Benling Roshni Pro  2024 ,PKR 2 lacs,2024,700 km,Khairpur Mir
Honda CG 125  2021 ,PKR 2.19 lacs,2021,"4,750 km",Islamabad
Honda Pridor  2020 ,PKR 1.7 lacs,2020,"38,000 km",Islamabad
Yamaha YZF-R6S  2016 ,PKR 36.9 lacs,2016,"4,600 km",Sialkot
Unique UD 125  2018 ,PKR 1.2 lacs,2018,"20,000 km",Karachi
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"9,000 km",Karachi
Super Star 200R  2025 ,PKR 5.3 lacs,2025,"1,700 km",Sialkot
Union Star US 70cc  2025 ,PKR 1.1 lacs,2025,"5,200 km",Rawalpindi
Honda CG 125  2022 ,PKR 1.85 lacs,2022,"10,000 km",Lahore
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"7,000 km",Karachi
Yamaha YB 125Z   2019 ,PKR 1.9 lacs,2019,"40,000 km",Burewala
Crown CRLF 70  2015 ,"PKR 50,000",2015,"33,000 km",Karachi
Honda Pridor  2018 ,PKR 1.2 lacs,2018,"90,000 km",Multan
Yamaha Royale YB 100  2003 ,PKR 2.85 lacs,2003,"14,000 km",Mandi bahauddin
Yamaha YZF-R1  2012 ,PKR 34.5 lacs,2012,"20,000 km",Rawalpindi
Suzuki GS 150  2016 ,PKR 2 lacs,2016,"99,999 km",Karachi
Super Power SP 70  2023 ,"PKR 70,000",2023,"6,000 km",Karachi
Honda CD 70  2025 ,PKR 1.55 lacs,2025,10 km,Nowshera cantt
United US 70  2007 ,"PKR 50,000",2007,"12,000 km",Lahore
Honda Pridor  2022 ,PKR 1.5 lacs,2022,"18,000 km",Sialkot
Honda CG 125  2024 ,PKR 2.7 lacs,2024,"7,300 km",Lodhran
Suzuki Gixxer 150  2021 ,PKR 6.39 lacs,2021,"11,000 km",Gujrat
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"5,500 km",Karachi
ZXMCO ZX 70 City Rider  2012 ,"PKR 35,000",2012,"2,000 km",Jehangira
Hi Speed Alpha SR 100  2018 ,PKR 2 lacs,2018,"19,767 km",Islamabad
Road Prince RP 70 Scooty  2025 ,PKR 1 lacs,2025,8 km,Faisalabad
Honda CB 150F  2023 ,PKR 4.25 lacs,2023,"19,800 km",Lahore
Super Power Leo 200  2017 ,PKR 2.4 lacs,2017,"6,000 km",Ranipur
Chinese Bikes Other  2012 ,PKR 4.75 lacs,2012,"10,000 km",Lahore
Honda Pridor  2022 ,PKR 1.7 lacs,2022,"17,000 km",Islamabad
Honda CG 125  2024 ,PKR 1.96 lacs,2024,"6,000 km",Sialkot
Suzuki GS 150  2023 ,PKR 4.4 lacs,2023,"28,000 km",Lahore
Suzuki GS 150  2022 ,PKR 3.8 lacs,2022,"38,000 km",Rawalpindi
Vespa 150cc  1978 ,PKR 2.5 lacs,1978,"40,000 km",Peshawar
Honda Pridor  2018 ,"PKR 85,000",2018,"20,000 km",Pir mahal
Road Prince 70 Passion Plus  2009 ,"PKR 55,000",2009,"10,000 km",Lahore
Honda CD 70  2024 ,PKR 1.38 lacs,2024,"1,800 km",Karachi
Super Star CD 70  2021 ,"PKR 65,000",2021,"10,000 km",Karachi
Honda CG 125  2021 ,PKR 1.85 lacs,2021,"50,000 km",Islamabad
Honda Pridor  2022 ,PKR 1.2 lacs,2022,"15,000 km",Karachi
Suzuki GS 150  2015 ,PKR 1.8 lacs,2015,"10,000 km",Lahore
Honda CD 70  2020 ,PKR 1.15 lacs,2020,"20,000 km",Sheikhupura
Honda CG 125  2019 ,PKR 1.3 lacs,2019,"15,000 km",Karachi
Chinese Bikes 70  2025 ,"PKR 98,000",2025,"1,000 km",Karachi
Honda CG 125  2019 ,PKR 1.1 lacs,2019,"30,000 km",Raiwind
Honda Pridor  2018 ,PKR 1.2 lacs,2018,"35,000 km",Faisalabad
Union Star US 70cc  2016 ,"PKR 41,000",2016,"50,000 km",Islamabad
Yamaha YBR 125  2016 ,PKR 1.75 lacs,2016,"17,000 km",Gojra
Yamaha YBR 125  2024 ,PKR 3.8 lacs,2024,"7,500 km",Rawalpindi
Unique UD 70  2016 ,"PKR 42,000",2016,1 km,Karachi
Honda Pridor  2022 ,PKR 1.8 lacs,2022,"10,000 km",Islamabad
Suzuki GSX 125  2023 ,PKR 4.05 lacs,2023,"14,500 km",Lahore
Honda CD 70  2023 ,PKR 1.2 lacs,2023,"17,000 km",Lahore
Honda CG 125  2009 ,PKR 1.05 lacs,2009,"40,000 km",Karachi
Honda CG 125  2021 ,PKR 1.4 lacs,2021,"35,000 km",Lahore
Honda CG 125  2009 ,PKR 1.05 lacs,2009,"101,010 km",Karachi
Suzuki GD 110S  2022 ,PKR 2.75 lacs,2022,"29,000 km",Attock
Suzuki GS 150  2015 ,PKR 1.95 lacs,2015,"47,000 km",Rawalpindi
Road Prince 70 Passion Plus  2021 ,"PKR 70,000",2021,"23,000 km",Lahore
Honda CG 125  2024 ,PKR 2 lacs,2024,"7,500 km",Multan
Super Power SP 70  2022 ,"PKR 70,000",2022,"12,000 km",Karachi
Honda CD 70  2008 ,"PKR 50,000",2008,"10,000 km",Faisalabad
Yamaha YBR 125  2023 ,PKR 3.5 lacs,2023,"8,100 km",Sargodha
Honda CG 125  2009 ,PKR 1.8 lacs,2009,"16,000 km",Rawalpindi
Honda CG 125  2018 ,PKR 1.1 lacs,2018,"28,431 km",Lahore
Yamaha YZF-R3  2016 ,PKR 5.5 lacs,2016,22 km,Quetta
Honda CG 125 Special Edition  2022 ,PKR 2 lacs,2022,"15,000 km",Gujranwala
Honda CG 125  2022 ,PKR 1.85 lacs,2022,"17,000 km",Islamabad
Honda CD 70  2022 ,PKR 1.4 lacs,2022,"4,000 km",Rawalpindi
Yamaha Other  2006 ,"PKR 75,000",2006,"90,503 km",Gujrat
Honda CG 125  2005 ,"PKR 85,000",2005,"60,000 km",Mansehra
Yamaha YBR 125  2025 ,PKR 4.3 lacs,2025,"3,000 km",Lahore
Honda CG 125  2016 ,PKR 1.35 lacs,2016,"49,999 km",Lahore
Honda CB 150F  2019 ,PKR 3.7 lacs,2019,1 km,Rawalpindi
Honda CD 70  2023 ,PKR 1.2 lacs,2023,"8,600 km",Karachi
Suzuki GR 150  2019 ,PKR 3.9 lacs,2019,"11,000 km",Bahawalpur
Suzuki GD 110  2020 ,PKR 2.1 lacs,2020,"21,950 km",Sargodha
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"27,000 km",Islamabad
Road Prince 70 Passion Plus  2021 ,"PKR 60,000",2021,"8,000 km",Faisalabad
Yamaha YB 125Z-DX  2023 ,PKR 3.9 lacs,2023,"8,200 km",Chakwal
Hi Speed Infinity 150  2022 ,PKR 3.15 lacs,2022,"9,000 km",Chishtian
Honda CG 125  2021 ,PKR 1.55 lacs,2021,"23,405 km",Gujrat
Super Star CD 70  2008 ,"PKR 38,000",2008,"10,000 km",Rawalpindi
Suzuki GS 150  2018 ,PKR 2.1 lacs,2018,"100,000 km",Karachi
Evee Gen-Z  2025 ,PKR 1.65 lacs,2025,101 km,Sialkot
United US 70  2018 ,"PKR 34,000",2018,580 km,Lahore
Suzuki GS 150 SE  2021 ,PKR 2.7 lacs,2021,"45,000 km",Lahore
Road Prince 70 Passion Plus  2016 ,"PKR 25,000",2016,"10,000 km",Hafizabad
Honda CG 125  2022 ,PKR 1.64 lacs,2022,"21,238 km",Lahore
New Asia Ramza 50cc  2025 ,PKR 1.7 lacs,2025,1 km,Lahore
Suzuki GS 150 SE  2022 ,PKR 3.65 lacs,2022,"13,000 km",Karachi
Honda CD 70  2024 ,PKR 1.45 lacs,2024,"3,000 km",Lahore
Honda CD 70  2015 ,"PKR 75,000",2015,"1,000 km",Karachi
Yamaha 4 YD 100  1997 ,"PKR 24,000",1997,"10,000 km",Okara
Honda Pridor  2021 ,PKR 1.55 lacs,2021,"10,000 km",Wah cantt
Honda CD 70  2018 ,"PKR 95,000",2018,"20,886 km",Faisalabad
Honda CG 125  2021 ,PKR 1.75 lacs,2021,"32,000 km",Islamabad
Ravi Humsafar 70  2014 ,"PKR 27,500",2014,"26,000 km",Rawalpindi
Honda CG 125  2024 ,PKR 1.95 lacs,2024,"7,420 km",Sahiwal
Honda CG 125  2018 ,PKR 1.2 lacs,2018,"25,000 km",Sargodha
Honda CD 70  2019 ,"PKR 85,000",2019,"46,190 km",Lahore
NPTC ATV  2022 ,PKR 1.5 lacs,2022,50 km,Rawalpindi
Union Star US 70cc  2022 ,"PKR 75,000",2022,"20,200 km",Karachi
Honda CB 150F  2023 ,PKR 4.55 lacs,2023,"3,800 km",Lahore
Honda CD 70  1992 ,PKR 1.05 lacs,1992,"30,606 km",Gujrat
Honda CD 70  1992 ,"PKR 35,000",1992,"10,000 km",Karachi
Honda Pridor  2018 ,PKR 1.2 lacs,2018,70 km,Faisalabad
Yamaha YBR 125  2024 ,PKR 4.35 lacs,2024,"3,500 km",Islamabad
Honda CG 125  2024 ,PKR 2.5 lacs,2024,"9,683 km",Jhang
Honda Pridor  2023 ,PKR 1.55 lacs,2023,"41,000 km",Multan
Honda CB 150F  2024 ,PKR 4.8 lacs,2024,400 km,Kamra
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"15,000 km",Lahore
Pak Hero RF 70  2010 ,"PKR 45,000",2010,"10,000 km",Islamabad
Honda CG 125  2024 ,PKR 2.15 lacs,2024,"8,800 km",Lahore
Honda CG 125  2020 ,PKR 1.55 lacs,2020,"10,000 km",Lahore
Suzuki GS 150  2022 ,PKR 3.75 lacs,2022,"27,000 km",Karachi
Honda CG 125  2018 ,PKR 1.25 lacs,2018,"23,000 km",Lahore
Honda CG 125  2010 ,PKR 1.3 lacs,2010,"10,000 km",Faisalabad
Honda CG 125  2025 ,PKR 2.22 lacs,2025,"1,600 km",Gujranwala
Chinese Bikes Other  2017 ,PKR 1.75 lacs,2017,"10,000 km",Karachi
United US 70  2025 ,"PKR 95,000",2025,"1,300 km",Rawalpindi
Honda CG 125 Special Edition  2022 ,PKR 2.1 lacs,2022,"10,000 km",Muzaffarabad
Honda CG 125  2017 ,PKR 1.11 lacs,2017,"30,000 km",Faisalabad
Habib HB 70  2011 ,"PKR 24,000",2011,"10,000 km",Karachi
Honda CG 125  2025 ,PKR 2.02 lacs,2025,"8,200 km",Chichawatni
Honda CD 70  2024 ,PKR 1.4 lacs,2024,"36,000 km",Lahore
Road Prince 70 Passion Plus  2023 ,"PKR 70,000",2023,500 km,Islamabad
Honda CD 70  2021 ,PKR 1.05 lacs,2021,"100,000 km",Hyderabad
United Electric Sharp  2025 ,PKR 2 lacs,2025,200 km,Lahore
Honda CG 125  2007 ,"PKR 80,000",2007,"10,000 km",Karachi
United US 70  2016 ,"PKR 49,500",2016,"10,000 km",Islamabad
Yamaha YBR 125G  2024 ,PKR 4.1 lacs,2024,"8,000 km",Sargodha
Union Star US 70cc  2018 ,"PKR 80,000",2018,"100,000 km",Karachi
Super Star CD 70  2025 ,PKR 1.07 lacs,2025,100 km,Rawalpindi
Honda CD 70  2022 ,PKR 1.22 lacs,2022,"10,000 km",Faisalabad
Honda CG 125  2023 ,PKR 1.7 lacs,2023,"25,000 km",Lahore
Honda CG 125  2003 ,PKR 1 lacs,2003,"100,000 km",Lahore
Honda CD 70  2024 ,PKR 1.6 lacs,2024,"5,600 km",Attock
Crown CR 70 HD Plus  2012 ,"PKR 60,000",2012,"10,000 km",Bahawalpur
Honda CG 125  2009 ,PKR 1 lacs,2009,"90,000 km",Narowal
Super Power SP 70  2018 ,"PKR 70,000",2018,"100,000 km",Karachi
Road Prince RP 70 Scooty  2024 ,"PKR 70,000",2024,"6,000 km",Lahore
Honda CG 125  2022 ,PKR 1.65 lacs,2022,"10,000 km",Shakargarh
Honda Pridor  2023 ,PKR 1.8 lacs,2023,"6,000 km",Charsadda
Honda CG 125  2024 ,PKR 2.12 lacs,2024,"4,200 km",Faisalabad
DYL Dhoom YD-70  2018 ,"PKR 40,000",2018,"20,000 km",Karachi
Honda CD 70  2013 ,"PKR 73,000",2013,"10,000 km",Rawalpindi
Yamaha YZF-R1  2012 ,PKR 31 lacs,2012,"18,000 km",Karachi
Honda CD 70  2013 ,"PKR 49,000",2013,"5,000 km",Rawalpindi
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"50,000 km",Islamabad
Honda CG 125  2025 ,PKR 2.5 lacs,2025,50 km,Talagang
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"17,000 km",Rawalpindi
Suzuki GSX 125  2023 ,PKR 4.1 lacs,2023,"8,366 km",Lahore
Honda CD 70  2022 ,PKR 1.14 lacs,2022,"1,500 km",Faisalabad
Union Star US 70cc  2022 ,"PKR 76,000",2022,"4,000 km",Karachi
Honda CD 70  2021 ,PKR 1.14 lacs,2021,"32,500 km",Lahore
Suzuki GD 110  2019 ,PKR 2.1 lacs,2019,"45,000 km",Gujranwala
Honda Pridor  2016 ,"PKR 85,000",2016,"30,000 km",Arifwala
Honda CD 70  2024 ,PKR 1.42 lacs,2024,"20,000 km",Karachi
Habib HB 70  2014 ,"PKR 63,000",2014,"20,000 km",Mansehra
Unique Xtreme UD 70  2024 ,"PKR 90,000",2024,"9,000 km",Karachi
ZXMCO ZX 70 City Rider  2021 ,"PKR 60,000",2021,"20,000 km",Karachi
Suzuki GD 110  2022 ,PKR 2.9 lacs,2022,"9,000 km",Sargodha
Yamaha YBR 125  2019 ,PKR 2.4 lacs,2019,"20,000 km",Karachi
Honda CD 70  2022 ,PKR 1.3 lacs,2022,"25,700 km",Lahore
Suzuki GS 150 SE  2014 ,PKR 1.75 lacs,2014,"50,000 km",Karachi
Honda CG 125  2020 ,PKR 1.5 lacs,2020,"11,342 km",Lahore
Honda CD 70  2022 ,PKR 1.25 lacs,2022,"13,000 km",Lahore
Honda CG 125  2022 ,PKR 1.5 lacs,2022,"1,234 km",Karachi
Honda CD 70  2019 ,PKR 1.05 lacs,2019,"1,234 km",Chichawatni
United US 100  2024 ,PKR 1.1 lacs,2024,"12,000 km",Islamabad
Road Prince RX3  2024 ,PKR 10.5 lacs,2024,"4,930 km",Jhelum
Honda CG 125  2024 ,PKR 2.55 lacs,2024,"4,000 km",Karachi
Honda CG 125  2021 ,PKR 1.38 lacs,2021,"12,000 km",Haripur
Chinese Bikes Other  2021 ,PKR 7.75 lacs,2021,"7,000 km",Karachi
Suzuki GD 110S  2023 ,PKR 3 lacs,2023,"16,000 km",Faisalabad
Unique Xtreme UD 70  2018 ,"PKR 46,000",2018,"10,000 km",Karachi
Yamaha YBR 125G  2022 ,PKR 3.5 lacs,2022,"24,000 km",Karachi
Union Star US 70cc  2013 ,"PKR 78,000",2013,"1,000 km",Karachi
Super Star Falcon 150 cc  2024 ,PKR 3 lacs,2024,"4,000 km",Karachi
Super Power Sultan SP 250  2022 ,PKR 4.3 lacs,2022,"3,000 km",Karachi
Honda CG 125  2024 ,PKR 2.1 lacs,2024,"5,000 km",Sahiwal
Honda Pridor  2019 ,"PKR 75,000",2019,"72,000 km",Hyderabad
Honda CG 125 Special Edition  2020 ,PKR 1.85 lacs,2020,"15,000 km",Lahore
Honda CG 125  2020 ,PKR 1.92 lacs,2020,"12,345 km",Faisalabad
Super Star CD 70  2016 ,"PKR 38,000",2016,"50,000 km",Karachi
United US 70  2021 ,"PKR 55,000",2021,"2,021 km",Sargodha
Honda CD 200   1983 ,PKR 6.5 lacs,1983,"90,000 km",Hyderabad
Honda CG 125 Special Edition  2021 ,PKR 2.1 lacs,2021,"38,000 km",Sheikhupura
Honda CG 125  2020 ,PKR 1.45 lacs,2020,"27,000 km",Karachi
United US 70  2018 ,"PKR 58,000",2018,"10,000 km",Sargodha
Road Prince 70 Passion Plus  2017 ,"PKR 48,000",2017,"12,435 km",Wah cantt
Union Star US 70cc  2016 ,"PKR 50,000",2016,"10,000 km",Karachi
Super Star CD 70  2006 ,"PKR 30,000",2006,"10,000 km",Karachi
Yamaha YBR 125G  2022 ,PKR 3.7 lacs,2022,"12,500 km",Mardan
Honda CG 125  2018 ,PKR 1.25 lacs,2018,"55,000 km",Lahore
Hi Speed Infinity 150  2019 ,PKR 2.5 lacs,2019,"3,200 km",Sahiwal
Yamaha YBR 125  2016 ,PKR 2.8 lacs,2016,"60,000 km",Lahore
Super Power SP 70  2024 ,PKR 1.05 lacs,2024,"3,800 km",Karachi
Honda CD 70  2022 ,PKR 1 lacs,2022,"23,000 km",Sialkot
ZXMCO ZX 70 City Rider  2021 ,"PKR 60,000",2021,"30,000 km",Peshawar
Suzuki GD 110S  2023 ,PKR 3.25 lacs,2023,"10,900 km",Karachi
Honda CG 125  2023 ,PKR 2.2 lacs,2023,"10,000 km",Islamabad
Honda CG 125  2019 ,PKR 1.7 lacs,2019,123 km,Rawalpindi
Benelli 180S  2021 ,PKR 7.65 lacs,2021,"5,000 km",Sialkot
United US 70  2021 ,"PKR 75,000",2021,"12,345 km",Karachi
United US 70  2013 ,"PKR 39,950",2013,"60,000 km",Lahore
Yamaha Other  2004 ,"PKR 55,000",2004,"90,000 km",Abbottabad
Honda CD 70  2007 ,"PKR 42,000",2007,"500,000 km",Sialkot
Unique Xtreme UD 70  2018 ,"PKR 49,000",2018,"20,000 km",Karachi
Super Star CD 70  2018 ,"PKR 75,000",2018,"50,000 km",Jhang
Honda CG 125  2021 ,PKR 1.75 lacs,2021,"16,000 km",Rawalpindi
Yamaha YBR 125G  2015 ,PKR 2.26 lacs,2015,"50,000 km",Karachi
